learnable	normalized	partOfSpeech	source
miens	miens	pronoun	Duolingo
mieux	mieux	adverb	Duolingo
mignon	mignon	adjective	Duolingo
mignonne	mignonne	adjective	Duolingo
mignonnes	mignonnes	adjective	Duolingo
milieu	milieu	noun	Duolingo
mille	mille	noun	Duolingo
mille	mille	numeral	Duolingo
mille neuf cent	mille neuf cent		Duolingo
milliard	milliard	noun	Duolingo
milliards	milliards	noun	Duolingo
million	million	noun	Duolingo
millions	millions	noun	Duolingo
mince	mince		Duolingo
mince	mince	adjective	Duolingo
minérale	minerale	adjective	Duolingo
minimum	minimum	noun	Duolingo
ministère	ministere	noun	Duolingo
ministre	ministre	noun	Duolingo
ministres	ministres	noun	Duolingo
minuit	minuit	noun	Duolingo
minute	minute	noun	Duolingo
minutes	minutes	noun	Duolingo
miroir	miroir	noun	Duolingo
mis	mis	verb	Duolingo
mission	mission	noun	Duolingo
missions	missions	noun	Duolingo
mode	mode	noun	Duolingo
modèle	modele	noun	Duolingo
moderne	moderne	adjective	Duolingo
modernes	modernes	adjective	Duolingo
modes	modes	noun	Duolingo
moi	moi	pronoun	Duolingo
moi-même	moi-meme		Duolingo
moins	moins		Duolingo
moins	moins	adverb	Duolingo
moins	moins	preposition	Duolingo
moins bien	moins bien		Duolingo
moins de	moins de		Duolingo
moins le quart	moins le quart		Duolingo
mois	mois	noun	Duolingo
moitié	moitie	noun	Duolingo
moment	moment	noun	Duolingo
moments	moments	noun	Duolingo
mon	mon	determiner	Duolingo
monde	monde	noun	Duolingo
mondial	mondial	adjective	Duolingo
mondiale	mondiale	adjective	Duolingo
monnaie	monnaie		Duolingo
monnaie	monnaie	noun	Duolingo
monsieur	monsieur	noun	Duolingo
montagne	montagne	noun	Duolingo
monté	monte		Duolingo
monté	monte	verb	Duolingo
montées	montees	verb	Duolingo
monter	monter	verb	Duolingo
montés	montes	verb	Duolingo
montre	montre		Duolingo
montre	montre	noun	Duolingo
montré	montre	verb	Duolingo
montrent	montrent	verb	Duolingo
montrer	montrer		Duolingo
montrer	montrer	verb	Duolingo
montres	montres	noun	Duolingo
montres	montres	verb	Duolingo
montrez	montrez	verb	Duolingo
monument	monument	noun	Duolingo
monuments	monuments	noun	Duolingo
morale	morale	noun	Duolingo
morceau	morceau	noun	Duolingo
morceaux	morceaux	noun	Duolingo
morel	morel	proper noun	Duolingo
mort	mort	adjective	Duolingo
mort	mort	noun	Duolingo
morte	morte	adjective	Duolingo
morts	morts	adjective	Duolingo
morts	morts	noun	Duolingo
mosquée	mosquee	noun	Duolingo
mosquées	mosquees	noun	Duolingo
mot	mot	noun	Duolingo
mot de passe	mot de passe		Duolingo
moteur	moteur	noun	Duolingo
moteurs	moteurs	noun	Duolingo
motive	motive	verb	Duolingo
moto	moto	noun	Duolingo
mots	mots	noun	Duolingo
mouche	mouche	noun	Duolingo
mouillé	mouille	adjective	Duolingo
mouillée	mouillee	adjective	Duolingo
mouillés	mouilles	adjective	Duolingo
mourir	mourir	verb	Duolingo
mourra	mourra	verb	Duolingo
moutarde	moutarde	noun	Duolingo
mouton	mouton	noun	Duolingo
moutons	moutons	noun	Duolingo
mouvement	mouvement	noun	Duolingo
mouvements	mouvements	noun	Duolingo
moyen	moyen	adjective	Duolingo
moyen	moyen	noun	Duolingo
moyen âge	moyen age		Duolingo
moyen âge	moyen age	proper noun	Duolingo
moyens	moyens	noun	Duolingo
mur	mur	noun	Duolingo
murs	murs	noun	Duolingo
muscle	muscle	noun	Duolingo
musée	musee	noun	Duolingo
musées	musees	noun	Duolingo
musicien	musicien	noun	Duolingo
musicienne	musicienne	noun	Duolingo
musiciennes	musiciennes	noun	Duolingo
musiciens	musiciens	noun	Duolingo
musique	musique	noun	Duolingo
mystère	mystere	noun	Duolingo
n'	n'		Duolingo
n'	n'	adverb	Duolingo
n'ai pas	n'ai pas		Duolingo
n'aime pas	n'aime pas		Duolingo
n'allez pas	n'allez pas		Duolingo
n'as pas	n'as pas		Duolingo
n'en	n'en		Duolingo
n'importe	n'importe		Duolingo
n'importe où	n'importe ou		Duolingo
n'importe quand	n'importe quand		Duolingo
n'importe quel	n'importe quel		Duolingo
n'importe quelle	n'importe quelle		Duolingo
n'importe qui	n'importe qui		Duolingo
n'importe quoi	n'importe quoi		Duolingo
n'y	n'y		Duolingo
n'y a plus de	n'y a plus de		Duolingo
n'y avait	n'y avait		Duolingo
n'y en a pas	n'y en a pas		Duolingo
n'y en a plus	n'y en a plus		Duolingo
nagé	nage	verb	Duolingo
nagent	nagent	verb	Duolingo
nageons	nageons	verb	Duolingo
nager	nager	verb	Duolingo
nageras	nageras	verb	Duolingo
nageront	nageront	verb	Duolingo
nagez	nagez	verb	Duolingo
naissance	naissance	noun	Duolingo
naissances	naissances	noun	Duolingo
naître	naitre	verb	Duolingo
napoléon	napoleon	proper noun	Duolingo
nation	nation	noun	Duolingo
national	national	adjective	Duolingo
nationale	nationale	adjective	Duolingo
nationalité	nationalite	noun	Duolingo
nationaux	nationaux	adjective	Duolingo
nature	nature	adjective	Duolingo
nature	nature	noun	Duolingo
naturel	naturel	adjective	Duolingo
naturellement	naturellement	adverb	Duolingo
naviguer	naviguer	verb	Duolingo
navigues	navigues	verb	Duolingo
ne	ne		Duolingo
ne	ne	adverb	Duolingo
né	ne	verb	Duolingo
ne faisait	ne faisait		Duolingo
ne la	ne la		Duolingo
ne le	ne le		Duolingo
ne me	ne me		Duolingo
ne me suis	ne me suis		Duolingo
ne nous	ne nous		Duolingo
ne nous garons	ne nous garons		Duolingo
ne nous perdons	ne nous perdons		Duolingo
ne pas	ne pas		Duolingo
ne peut plus	ne peut plus		Duolingo
ne peux plus	ne peux plus		Duolingo
ne plus	ne plus		Duolingo
ne porte pas	ne porte pas		Duolingo
ne s'est	ne s'est		Duolingo
ne sais plus	ne sais plus		Duolingo
ne se	ne se		Duolingo
ne se sont	ne se sont		Duolingo
ne t'es	ne t'es		Duolingo
ne te	ne te		Duolingo
ne te gare pas	ne te gare pas		Duolingo
ne te lève pas	ne te leve pas		Duolingo
ne te perds	ne te perds		Duolingo
ne veux plus	ne veux plus		Duolingo
ne vous	ne vous		Duolingo
ne vous garez pas	ne vous garez pas		Duolingo
ne vous perdez	ne vous perdez		Duolingo
nécessaire	necessaire	adjective	Duolingo
nécessairement	necessairement	adverb	Duolingo
nécessaires	necessaires	adjective	Duolingo
née	nee	verb	Duolingo
nées	nees	verb	Duolingo
négatif	negatif	adjective	Duolingo
négatifs	negatifs	adjective	Duolingo
négative	negative	adjective	Duolingo
négatives	negatives	adjective	Duolingo
neige	neige	noun	Duolingo
neige	neige	verb	Duolingo
neigeait	neigeait	verb	Duolingo
neiger	neiger	verb	Duolingo
nerveuses	nerveuses	adjective	Duolingo
nerveux	nerveux	adjective	Duolingo
nés	nes	verb	Duolingo
nettoie	nettoie	verb	Duolingo
nettoient	nettoient	verb	Duolingo
nettoies	nettoies	verb	Duolingo
nettoyé	nettoye	verb	Duolingo
nettoyer	nettoyer	verb	Duolingo
neuf	neuf	adjective	Duolingo
neuf	neuf	numeral	Duolingo
neufs	neufs	adjective	Duolingo
neuve	neuve	adjective	Duolingo
neuves	neuves	adjective	Duolingo
neuvième	neuvieme	adjective	Duolingo
neveu	neveu	noun	Duolingo
neveux	neveux	noun	Duolingo
nez	nez	noun	Duolingo
ni	ni	conjunction	Duolingo
nièce	niece	noun	Duolingo
nièces	nieces	noun	Duolingo
niveau	niveau	noun	Duolingo
niveaux	niveaux	noun	Duolingo
noël	noel	noun	Duolingo
noir	noir	adjective	Duolingo
noire	noire	adjective	Duolingo
noires	noires	adjective	Duolingo
noirs	noirs	adjective	Duolingo
noix	noix	noun	Duolingo
noix de coco	noix de coco		Duolingo
nom	nom	noun	Duolingo
nom d'utilisateur	nom d'utilisateur		Duolingo
nombre	nombre	noun	Duolingo
nombreux	nombreux	adjective	Duolingo
noms	noms	noun	Duolingo
non	non	adverb	Duolingo
non plus	non plus		Duolingo
non plus	non plus	adverb	Duolingo
non-fumeur	non-fumeur		Duolingo
nord	nord		Duolingo
nord	nord	noun	Duolingo
nord-est	nord-est		Duolingo
nord-ouest	nord-ouest		Duolingo
normal	normal	adjective	Duolingo
normale	normale	adjective	Duolingo
normalement	normalement	adverb	Duolingo
normandie	normandie	proper noun	Duolingo
norvège	norvege	proper noun	Duolingo
nos	nos	determiner	Duolingo
notamment	notamment	adverb	Duolingo
note	note	noun	Duolingo
notes	notes	noun	Duolingo
notre	notre	determiner	Duolingo
nôtre	notre	pronoun	Duolingo
notre-dame	notre-dame		Duolingo
nôtres	notres	pronoun	Duolingo
nourriture	nourriture	noun	Duolingo
nous	nous		Duolingo
nous	nous	pronoun	Duolingo
nous appelons	nous appelons		Duolingo
nous en	nous en		Duolingo
nous nous sommes	nous nous sommes		Duolingo
nous-mêmes	nous-memes		Duolingo
nouveau	nouveau	adjective	Duolingo
nouveaux	nouveaux	adjective	Duolingo
nouvel	nouvel	adjective	Duolingo
nouvel an	nouvel an		Duolingo
nouvelle	nouvelle	adjective	Duolingo
nouvelle	nouvelle	noun	Duolingo
nouvelles	nouvelles		Duolingo
nouvelles	nouvelles	adjective	Duolingo
nouvelles	nouvelles	noun	Duolingo
novembre	novembre	noun	Duolingo
nu	nu	adjective	Duolingo
nuage	nuage	noun	Duolingo
nuages	nuages	noun	Duolingo
nuageux	nuageux	adjective	Duolingo
nue	nue	adjective	Duolingo
nuit	nuit	noun	Duolingo
nuits	nuits		Duolingo
nuits	nuits	noun	Duolingo
nul	nul	adjective	Duolingo
nul	nul	determiner	Duolingo
nulle	nulle	determiner	Duolingo
nulle part	nulle part		Duolingo
numérique	numerique	adjective	Duolingo
numéro	numero	noun	Duolingo
objectif	objectif	noun	Duolingo
objet	objet	noun	Duolingo
objets	objets	noun	Duolingo
obligé	oblige	adjective	Duolingo
obtenir	obtenir	verb	Duolingo
occasion	occasion	noun	Duolingo
occupé	occupe	adjective	Duolingo
occupe	occupe	verb	Duolingo
occupée	occupee	adjective	Duolingo
occupées	occupees	adjective	Duolingo
occuper	occuper	verb	Duolingo
occupés	occupes	adjective	Duolingo
occupes	occupes	verb	Duolingo
occupons	occupons	verb	Duolingo
océan	ocean		Duolingo
océan	ocean	noun	Duolingo
océanie	oceanie	proper noun	Duolingo
octobre	octobre	noun	Duolingo
odeur	odeur	noun	Duolingo
œil	oeil	noun	Duolingo
œuf	oeuf	noun	Duolingo
œufs	oeufs	noun	Duolingo
œuvre	oeuvre	noun	Duolingo
œuvres	oeuvres	noun	Duolingo
offert	offert	verb	Duolingo
office de tourisme	office de tourisme		Duolingo
offrant	offrant	verb	Duolingo
offre	offre	noun	Duolingo
offre	offre	verb	Duolingo
offrent	offrent	verb	Duolingo
offres	offres	verb	Duolingo
offrez	offrez	verb	Duolingo
offrir	offrir		Duolingo
offrir	offrir	verb	Duolingo
offrons	offrons	verb	Duolingo
oh là là	oh la la		Duolingo
oignon	oignon	noun	Duolingo
oignons	oignons	noun	Duolingo
oiseau	oiseau	noun	Duolingo
oiseaux	oiseaux	noun	Duolingo
olympique	olympique	adjective	Duolingo
olympiques	olympiques	adjective	Duolingo
ombre	ombre	noun	Duolingo
on	on		Duolingo
on	on	pronoun	Duolingo
on apporte	on apporte		Duolingo
on devrait	on devrait		Duolingo
on mange	on mange		Duolingo
on se voit	on se voit		Duolingo
on sort	on sort		Duolingo
on va	on va		Duolingo
on y va	on y va		Duolingo
oncle	oncle	noun	Duolingo
oncles	oncles	noun	Duolingo
ongles	ongles	noun	Duolingo
ont	ont	verb	Duolingo
ont-ils	ont-ils		Duolingo
onze	onze	numeral	Duolingo
opéra	opera	noun	Duolingo
opéras	operas	noun	Duolingo
opération	operation	noun	Duolingo
opinion	opinion	noun	Duolingo
opinions	opinions	noun	Duolingo
opposition	opposition	noun	Duolingo
option	option	noun	Duolingo
options	options	noun	Duolingo
or	or	noun	Duolingo
orange	orange		Duolingo
orange	orange	adjective	Duolingo
orange	orange	noun	Duolingo
oranges	oranges	noun	Duolingo
ordinaire	ordinaire	adjective	Duolingo
ordinateur	ordinateur	noun	Duolingo
ordre	ordre	noun	Duolingo
ordres	ordres	noun	Duolingo
oreille	oreille	noun	Duolingo
oreiller	oreiller	noun	Duolingo
oreilles	oreilles	noun	Duolingo
organe	organe	noun	Duolingo
organisation	organisation	noun	Duolingo
organisations	organisations	noun	Duolingo
organiser	organiser	verb	Duolingo
organismes	organismes	noun	Duolingo
orientation	orientation	noun	Duolingo
original	original	adjective	Duolingo
origine	origine	noun	Duolingo
os	os	noun	Duolingo
où	ou		Duolingo
où	ou	adverb	Duolingo
ou	ou	conjunction	Duolingo
où	ou	pronoun	Duolingo
ou bien	ou bien		Duolingo
où est-ce que	ou est-ce que		Duolingo
oublié	oublie	verb	Duolingo
oublier	oublier	verb	Duolingo
oublies	oublies	verb	Duolingo
ouest	ouest	noun	Duolingo
oui	oui	adverb	Duolingo
ours	ours	noun	Duolingo
outil	outil	noun	Duolingo
outils	outils	noun	Duolingo
ouvert	ouvert	adjective	Duolingo
ouvert	ouvert	verb	Duolingo
ouverte	ouverte	adjective	Duolingo
ouverts	ouverts	adjective	Duolingo
ouvrage	ouvrage	noun	Duolingo
ouvrant	ouvrant	verb	Duolingo
ouvre	ouvre		Duolingo
ouvre	ouvre	verb	Duolingo
ouvre-	ouvre-		Duolingo
ouvrent	ouvrent		Duolingo
ouvrent	ouvrent	verb	Duolingo
ouvres	ouvres		Duolingo
ouvres	ouvres	verb	Duolingo
ouvrez	ouvrez		Duolingo
ouvrez	ouvrez	verb	Duolingo
ouvrières	ouvrieres	noun	Duolingo
ouvriers	ouvriers	adjective	Duolingo
ouvrir	ouvrir		Duolingo
ouvrir	ouvrir	verb	Duolingo
ouvrons	ouvrons		Duolingo
ouvrons	ouvrons	verb	Duolingo
ovni	ovni	noun	Duolingo
pacs	pacs	noun	Duolingo
page	page	noun	Duolingo
pages	pages	noun	Duolingo
pain	pain	noun	Duolingo
pain grillé	pain grille		Duolingo
paire	paire	noun	Duolingo
paires	paires	noun	Duolingo
paix	paix	noun	Duolingo
palais	palais	noun	Duolingo
pâle	pale	adjective	Duolingo
panne	panne	noun	Duolingo
panneau	panneau	noun	Duolingo
pantalon	pantalon	noun	Duolingo
pantalons	pantalons	noun	Duolingo
papa	papa	noun	Duolingo
papier	papier	noun	Duolingo
papiers	papiers	noun	Duolingo
papillon	papillon	noun	Duolingo
pâques	paques	noun	Duolingo
par	par		Duolingo
par	par	preposition	Duolingo
par cœur	par coeur		Duolingo
par conséquent	par consequent	conjunction	Duolingo
par contre	par contre		Duolingo
par exemple	par exemple		Duolingo
par hasard	par hasard		Duolingo
par qui	par qui		Duolingo
par terre	par terre		Duolingo
par-dessus	par-dessus		Duolingo
par-dessus	par-dessus	preposition	Duolingo
paradis	paradis	noun	Duolingo
parapluie	parapluie	noun	Duolingo
parc	parc	noun	Duolingo
parce qu'	parce qu'		Duolingo
parce que	parce que		Duolingo
parcs	parcs	noun	Duolingo
pardon	pardon	interjection	Duolingo
pardon	pardon	noun	Duolingo
pardonner	pardonner	verb	Duolingo
pareil	pareil	adjective	Duolingo
pareilles	pareilles	adjective	Duolingo
pareils	pareils	adjective	Duolingo
parent	parent	noun	Duolingo
parents	parents	noun	Duolingo
paresseuses	paresseuses	adjective	Duolingo
paresseux	paresseux	adjective	Duolingo
parfait	parfait	adjective	Duolingo
parfaite	parfaite	adjective	Duolingo
parfaitement	parfaitement	adverb	Duolingo
parfois	parfois	adverb	Duolingo
parfum	parfum	noun	Duolingo
paris	paris	proper noun	Duolingo
parking	parking	noun	Duolingo
parkings	parkings	noun	Duolingo
parlais	parlais	verb	Duolingo
parlant	parlant	verb	Duolingo
parle	parle		Duolingo
parle	parle	verb	Duolingo
parle de	parle de		Duolingo
parlement	parlement	noun	Duolingo
parlent	parlent	verb	Duolingo
parlent-ils	parlent-ils		Duolingo
parler	parler	verb	Duolingo
parlerai	parlerai	verb	Duolingo
parleras	parleras	verb	Duolingo
parles	parles	verb	Duolingo
parles-tu	parles-tu		Duolingo
parlez	parlez	verb	Duolingo
parlez-vous	parlez-vous		Duolingo
parlions	parlions	verb	Duolingo
parlons	parlons	verb	Duolingo
parmi	parmi	preposition	Duolingo
parole	parole	noun	Duolingo
paroles	paroles	noun	Duolingo
pars	pars		Duolingo
pars	pars	verb	Duolingo
part	part		Duolingo
part	part	noun	Duolingo
part	part	verb	Duolingo
partage	partage	verb	Duolingo
partagent	partagent	verb	Duolingo
partager	partager	verb	Duolingo
partant	partant	verb	Duolingo
partent	partent		Duolingo
partent	partent	verb	Duolingo
partez	partez		Duolingo
partez	partez	verb	Duolingo
parti	parti	noun	Duolingo
participé	participe	verb	Duolingo
participer	participer	verb	Duolingo
particulier	particulier	adjective	Duolingo
particulièrement	particulierement	adverb	Duolingo
partie	partie	noun	Duolingo
parties	parties	noun	Duolingo
partir	partir		Duolingo
partir	partir	verb	Duolingo
partira	partira	verb	Duolingo
partiras	partiras	verb	Duolingo
partons	partons		Duolingo
partons	partons	verb	Duolingo
partout	partout	adverb	Duolingo
pas	pas		Duolingo
pas	pas	adverb	Duolingo
pas	pas	noun	Duolingo
pas assez	pas assez		Duolingo
pas bien	pas bien		Duolingo
pas d'	pas d'		Duolingo
pas de	pas de		Duolingo
pas de poisson	pas de poisson		Duolingo
pas de viande	pas de viande		Duolingo
pas du tout	pas du tout		Duolingo
pas encore	pas encore		Duolingo
pas envie	pas envie		Duolingo
pas ici	pas ici		Duolingo
pas maintenant	pas maintenant		Duolingo
pas mal	pas mal		Duolingo
pas moi	pas moi		Duolingo
pas que	pas que		Duolingo
pas un	pas un		Duolingo
pas une	pas une		Duolingo
passager	passager	noun	Duolingo
passagère	passagere	adjective	Duolingo
passagères	passageres	adjective	Duolingo
passagers	passagers	noun	Duolingo
passant	passant	verb	Duolingo
passe	passe		Duolingo
passé	passe	noun	Duolingo
passé	passe	verb	Duolingo
passe par	passe par		Duolingo
passent	passent	verb	Duolingo
passeport	passeport	noun	Duolingo
passeports	passeports	noun	Duolingo
passer	passer		Duolingo
passer	passer	verb	Duolingo
passera	passera	verb	Duolingo
passeras	passeras	verb	Duolingo
passion	passion	noun	Duolingo
passionnément	passionnement	adverb	Duolingo
passions	passions	noun	Duolingo
passons	passons	verb	Duolingo
pastèque	pasteque	noun	Duolingo
pastèques	pasteques	noun	Duolingo
pâte	pate	noun	Duolingo
pâtes	pates	noun	Duolingo
patience	patience	noun	Duolingo
patient	patient	adjective	Duolingo
patiente	patiente	adjective	Duolingo
patiente	patiente	noun	Duolingo
patients	patients	noun	Duolingo
patine	patine	verb	Duolingo
patiner	patiner	verb	Duolingo
pâtisserie	patisserie		Duolingo
pâtisserie	patisserie	noun	Duolingo
pâtisseries	patisseries	noun	Duolingo
patron	patron	noun	Duolingo
pause	pause	noun	Duolingo
pauses	pauses	noun	Duolingo
pauvre	pauvre	adjective	Duolingo
pauvres	pauvres	adjective	Duolingo
pauvreté	pauvrete	noun	Duolingo
payé	paye	verb	Duolingo
payer	payer		Duolingo
payer	payer	verb	Duolingo
payes	payes	verb	Duolingo
payez	payez	verb	Duolingo
pays	pays	noun	Duolingo
paysage	paysage	noun	Duolingo
peau	peau	noun	Duolingo
pêche	peche	noun	Duolingo
pêché	peche	verb	Duolingo
pêcher	pecher	verb	Duolingo
peindre	peindre	verb	Duolingo
peine	peine	noun	Duolingo
peint	peint	verb	Duolingo
peintres	peintres	noun	Duolingo
peinture	peinture	noun	Duolingo
peintures	peintures	noun	Duolingo
pelouse	pelouse	noun	Duolingo
pendant	pendant	adverb	Duolingo
pendant	pendant	preposition	Duolingo
pendant ce temps-là	pendant ce temps-la		Duolingo
pendant qu'	pendant qu'		Duolingo
pendant que	pendant que		Duolingo
pensaient	pensaient	verb	Duolingo
pensais	pensais	verb	Duolingo
pensait	pensait	verb	Duolingo
pense	pense	verb	Duolingo
pense à	pense a		Duolingo
pense pas que	pense pas que		Duolingo
pense que	pense que		Duolingo
pensée	pensee	noun	Duolingo
pensées	pensees	noun	Duolingo
penser	penser	verb	Duolingo
penser à	penser a		Duolingo
penseras	penseras	verb	Duolingo
penserez	penserez	verb	Duolingo
pensez	pensez	verb	Duolingo
pensiez	pensiez	verb	Duolingo
perd	perd	verb	Duolingo
perdent	perdent	verb	Duolingo
perdez	perdez	verb	Duolingo
perdons	perdons	verb	Duolingo
perdre	perdre	verb	Duolingo
perds	perds	verb	Duolingo
perdu	perdu	verb	Duolingo
perdue	perdue	adjective	Duolingo
perdue	perdue	verb	Duolingo
perdus	perdus	adjective	Duolingo
perdus	perdus	verb	Duolingo
père	pere	noun	Duolingo
père noël	pere noel		Duolingo
périmé	perime	adjective	Duolingo
périmés	perimes	adjective	Duolingo
période	periode	noun	Duolingo
permettez	permettez	verb	Duolingo
permettre	permettre	verb	Duolingo
permis	permis	noun	Duolingo
personnalité	personnalite	noun	Duolingo
personne	personne		Duolingo
personne	personne	noun	Duolingo
personne	personne	pronoun	Duolingo
personnel	personnel	adjective	Duolingo
personnel	personnel	noun	Duolingo
personnellement	personnellement	adverb	Duolingo
personnes	personnes	noun	Duolingo
pèse	pese	verb	Duolingo
pèsent	pesent	verb	Duolingo
petit	petit		Duolingo
petit	petit	adjective	Duolingo
petit ami	petit ami		Duolingo
petit déjeuner	petit dejeuner		Duolingo
petit frère	petit frere		Duolingo
petit-déjeuner	petit-dejeuner	noun	Duolingo
petit-fils	petit-fils		Duolingo
petit-fils	petit-fils	noun	Duolingo
petite	petite		Duolingo
petite	petite	adjective	Duolingo
petite amie	petite amie		Duolingo
petite sœur	petite soeur		Duolingo
petite-fille	petite-fille		Duolingo
petites	petites	adjective	Duolingo
petits	petits	adjective	Duolingo
petits-enfants	petits-enfants		Duolingo
pétrole	petrole	noun	Duolingo
peu	peu	adverb	Duolingo
peu à peu	peu a peu		Duolingo
peu après	peu apres		Duolingo
peu importe	peu importe		Duolingo
peu probable	peu probable		Duolingo
peuple	peuple	noun	Duolingo
peur	peur		Duolingo
peur	peur	noun	Duolingo
peur de	peur de		Duolingo
peut	peut	verb	Duolingo
peut-être	peut-etre		Duolingo
peuvent	peuvent	verb	Duolingo
peux	peux	verb	Duolingo
peux plus	peux plus		Duolingo
pharmacie	pharmacie	noun	Duolingo
pharmacies	pharmacies	noun	Duolingo
phénix	phenix	noun	Duolingo
phénomène	phenomene	noun	Duolingo
philosophie	philosophie	noun	Duolingo
photo	photo	noun	Duolingo
photographes	photographes	noun	Duolingo
photographie	photographie	noun	Duolingo
photographie	photographie	verb	Duolingo
photographies	photographies	noun	Duolingo
photographies	photographies	verb	Duolingo
photos	photos	noun	Duolingo
phrase	phrase	noun	Duolingo
phrases	phrases	noun	Duolingo
physique	physique	adjective	Duolingo
piano	piano	noun	Duolingo
pièce	piece	noun	Duolingo
pièce de théâtre	piece de theatre		Duolingo
pièces	pieces		Duolingo
pièces	pieces	noun	Duolingo
pied	pied	noun	Duolingo
pieds	pieds	noun	Duolingo
pierre	pierre	noun	Duolingo
pierres	pierres	noun	Duolingo
pilote	pilote	noun	Duolingo
pique-nique	pique-nique		Duolingo
pire	pire	adjective	Duolingo
pire	pire	noun	Duolingo
pires	pires	adjective	Duolingo
piscine	piscine	noun	Duolingo
piscines	piscines	noun	Duolingo
pizza	pizza	noun	Duolingo
pizzas	pizzas	noun	Duolingo
placards	placards	noun	Duolingo
place	place		Duolingo
place	place	noun	Duolingo
places	places	noun	Duolingo
plafond	plafond	noun	Duolingo
plafonds	plafonds	noun	Duolingo
plage	plage	noun	Duolingo
plaire	plaire	verb	Duolingo
plaisent	plaisent	verb	Duolingo
plaisez	plaisez	verb	Duolingo
plaisir	plaisir	noun	Duolingo
plaît	plait	verb	Duolingo
plan	plan	noun	Duolingo
planète	planete	noun	Duolingo
plans	plans	noun	Duolingo
plante	plante	noun	Duolingo
plante	plante	verb	Duolingo
plantes	plantes	noun	Duolingo
plastique	plastique	adjective	Duolingo
plastique	plastique	noun	Duolingo
plat	plat	adjective	Duolingo
plateau	plateau	noun	Duolingo
plein	plein		Duolingo
plein	plein	adjective	Duolingo
plein de	plein de		Duolingo
pleine	pleine	adjective	Duolingo
pleuraient	pleuraient	verb	Duolingo
pleurais	pleurais	verb	Duolingo
pleurait	pleurait	verb	Duolingo
pleuré	pleure	verb	Duolingo
pleurer	pleurer	verb	Duolingo
pleures	pleures	verb	Duolingo
pleurez	pleurez	verb	Duolingo
pleurions	pleurions	verb	Duolingo
pleut	pleut	verb	Duolingo
pleuvait	pleuvait	verb	Duolingo
pleuve	pleuve	verb	Duolingo
pleuvoir	pleuvoir	verb	Duolingo
plu	plu	verb	Duolingo
pluie	pluie	noun	Duolingo
plupart	plupart	noun	Duolingo
plus	plus		Duolingo
plus	plus	adverb	Duolingo
plus	plus	conjunction	Duolingo
plus de	plus de		Duolingo
plus jamais	plus jamais		Duolingo
plus maintenant	plus maintenant		Duolingo
plus personne	plus personne		Duolingo
plus rien	plus rien		Duolingo
plusieurs	plusieurs	adjective	Duolingo
plusieurs	plusieurs	determiner	Duolingo
plutôt	plutot	adverb	Duolingo
pneu	pneu	noun	Duolingo
pneus	pneus	noun	Duolingo
poche	poche	noun	Duolingo
poches	poches	noun	Duolingo
poème	poeme	noun	Duolingo
poèmes	poemes	noun	Duolingo
poésie	poesie	noun	Duolingo
poids	poids	noun	Duolingo
poil	poil	noun	Duolingo
point	point	noun	Duolingo
poire	poire	noun	Duolingo
poires	poires	noun	Duolingo
pois	pois	noun	Duolingo
poisson	poisson	noun	Duolingo
poissons	poissons	noun	Duolingo
poitrine	poitrine	noun	Duolingo
poivre	poivre	noun	Duolingo
pôle nord	pole nord		Duolingo
police	police	noun	Duolingo
policier	policier	noun	Duolingo
policiers	policiers	adjective	Duolingo
policiers	policiers	noun	Duolingo
poliment	poliment	adverb	Duolingo
politique	politique	noun	Duolingo
pollution	pollution	noun	Duolingo
polynésie	polynesie	proper noun	Duolingo
pomme	pomme	noun	Duolingo
pommes	pommes	noun	Duolingo
pommes de terre	pommes de terre		Duolingo
pompiers	pompiers	noun	Duolingo
pont	pont	noun	Duolingo
ponts	ponts	noun	Duolingo
pop	pop	noun	Duolingo
populaire	populaire	adjective	Duolingo
populaires	populaires	adjective	Duolingo
population	population	noun	Duolingo
porc	porc	noun	Duolingo
port	port	noun	Duolingo
portables	portables		Duolingo
portail	portail	noun	Duolingo
porte	porte	noun	Duolingo
porte	porte	verb	Duolingo
porte-monnaie	porte-monnaie		Duolingo
portefeuille	portefeuille	noun	Duolingo
portefeuilles	portefeuilles	noun	Duolingo
portent	portent	verb	Duolingo
porter	porter	verb	Duolingo
portes	portes	noun	Duolingo
portes	portes	verb	Duolingo
portez	portez	verb	Duolingo
portons	portons	verb	Duolingo
ports	ports	noun	Duolingo
portugais	portugais	noun	Duolingo
portugal	portugal	proper noun	Duolingo
pose	pose	verb	Duolingo
poser	poser	verb	Duolingo
poses	poses	verb	Duolingo
positif	positif	adjective	Duolingo
positifs	positifs	adjective	Duolingo
position	position	noun	Duolingo
positions	positions	noun	Duolingo
positive	positive	adjective	Duolingo
posons	posons	verb	Duolingo
possède	possede	verb	Duolingo
possibilité	possibilite	noun	Duolingo
possibilités	possibilites	noun	Duolingo
possible	possible	adjective	Duolingo
poste	poste		Duolingo
poste	poste	noun	Duolingo
postérieurement	posterieurement	adverb	Duolingo
poubelle	poubelle	noun	Duolingo
poudre	poudre	noun	Duolingo
poule	poule	noun	Duolingo
poulet	poulet	noun	Duolingo
pouls	pouls	noun	Duolingo
poupée	poupee	noun	Duolingo
poupées	poupees	noun	Duolingo
pour	pour		Duolingo
pour	pour	preposition	Duolingo
pour cent	pour cent		Duolingo
pour cette raison	pour cette raison	conjunction	Duolingo
