learnable	normalized	partOfSpeech	source
have visited	have visited		Duolingo
have you	have you		Duolingo
haven't	haven't		Duolingo
haven't	haven't	adverb	Duolingo
haven't	haven't	verb	Duolingo
haven't kissed	haven't kissed	verb	Duolingo
having	having	verb	Duolingo
hawaii	hawaii	proper noun	Duolingo
he	he	pronoun	Duolingo
he has	he has		Duolingo
he is	he is		Duolingo
he'd	he'd	verb	Duolingo
he'll	he'll		Duolingo
he'll	he'll	verb	Duolingo
he's	he's		Duolingo
he's	he's	pronoun	Duolingo
he's	he's	verb	Duolingo
head	head	noun	Duolingo
headache	headache	noun	Duolingo
headaches	headaches	noun	Duolingo
headphones	headphones	noun	Duolingo
heads	heads	noun	Duolingo
health	health	noun	Duolingo
health insurance	health insurance	noun	Duolingo
healthcare	healthcare	noun	Duolingo
healthier	healthier	adjective	Duolingo
healthy	healthy	adjective	Duolingo
healthy food	healthy food		Duolingo
hear	hear	verb	Duolingo
heard	heard	verb	Duolingo
hears	hears	verb	Duolingo
heart	heart	noun	Duolingo
heart disease	heart disease	noun	Duolingo
heat	heat	noun	Duolingo
heavy	heavy	adjective	Duolingo
hedgehog	hedgehog	noun	Duolingo
height	height	noun	Duolingo
held	held	verb	Duolingo
helicopter	helicopter	noun	Duolingo
hello	hello		Duolingo
hello	hello	interjection	Duolingo
help	help	interjection	Duolingo
help	help	noun	Duolingo
help	help	verb	Duolingo
help yourself to	help yourself to		Duolingo
helped	helped	verb	Duolingo
helpful	helpful	adjective	Duolingo
helping	helping	verb	Duolingo
helps	helps	verb	Duolingo
her	her		Duolingo
her	her	determiner	Duolingo
her	her	pronoun	Duolingo
here	here		Duolingo
here	here	adverb	Duolingo
here is	here is		Duolingo
here's	here's		Duolingo
here's	here's	verb	Duolingo
hers	hers		Duolingo
hers	hers	pronoun	Duolingo
herself	herself	pronoun	Duolingo
hey	hey	interjection	Duolingo
hi	hi		Duolingo
hi	hi	interjection	Duolingo
hid	hid	verb	Duolingo
hidden	hidden	verb	Duolingo
high	high	adjective	Duolingo
high school	high school		Duolingo
higher	higher	adjective	Duolingo
highest	highest	adjective	Duolingo
hiking	hiking	noun	Duolingo
hiking	hiking	verb	Duolingo
him	him	pronoun	Duolingo
himself	himself	pronoun	Duolingo
hindu	hindu	adjective	Duolingo
hip-hop	hip-hop		Duolingo
hip-hop	hip-hop	noun	Duolingo
his	his		Duolingo
his	his	determiner	Duolingo
his	his	pronoun	Duolingo
historic	historic	adjective	Duolingo
historical	historical	adjective	Duolingo
history	history	noun	Duolingo
hit	hit	verb	Duolingo
hobby	hobby	noun	Duolingo
hockey	hockey	noun	Duolingo
hockey game	hockey game		Duolingo
hold	hold	verb	Duolingo
hold on	hold on		Duolingo
hollywood	hollywood	proper noun	Duolingo
home	home	adverb	Duolingo
home	home	noun	Duolingo
homes	homes	noun	Duolingo
hometown	hometown	noun	Duolingo
homework	homework		Duolingo
homework	homework	noun	Duolingo
honest	honest	adjective	Duolingo
honestly	honestly	adverb	Duolingo
honey	honey	noun	Duolingo
hope	hope	verb	Duolingo
hoped	hoped	verb	Duolingo
hopeful	hopeful	adjective	Duolingo
hopefully	hopefully	adverb	Duolingo
horrible	horrible	adjective	Duolingo
horror	horror		Duolingo
horror	horror	adjective	Duolingo
horror	horror	noun	Duolingo
horse	horse	noun	Duolingo
horseback riding	horseback riding	noun	Duolingo
horses	horses	noun	Duolingo
hospital	hospital	noun	Duolingo
hospitals	hospitals	noun	Duolingo
hot	hot	adjective	Duolingo
hot chocolate	hot chocolate	noun	Duolingo
hot cocoa	hot cocoa	noun	Duolingo
hot dog	hot dog	noun	Duolingo
hot dogs	hot dogs	noun	Duolingo
hotel	hotel		Duolingo
hotel	hotel	noun	Duolingo
hottest	hottest	adjective	Duolingo
hour	hour	noun	Duolingo
hours	hours	noun	Duolingo
house	house		Duolingo
house	house	noun	Duolingo
houses	houses	noun	Duolingo
housework	housework	noun	Duolingo
how	how		Duolingo
how	how	adverb	Duolingo
how	how	conjunction	Duolingo
how about	how about		Duolingo
how are you	how are you		Duolingo
how are you doing	how are you doing		Duolingo
how did	how did		Duolingo
how do you	how do you		Duolingo
how do you say	how do you say		Duolingo
how far	how far		Duolingo
how long	how long		Duolingo
how many	how many		Duolingo
how much	how much		Duolingo
how much is	how much is		Duolingo
how often	how often		Duolingo
how old	how old		Duolingo
how to	how to		Duolingo
how to	how to	adverb	Duolingo
how was	how was		Duolingo
how would you like to pay	how would you like to pay		Duolingo
how's	how's		Duolingo
how's it going	how's it going		Duolingo
however	however	adverb	Duolingo
hudson river	hudson river		Duolingo
huge	huge	adjective	Duolingo
hugged	hugged	verb	Duolingo
human	human	adjective	Duolingo
humans	humans	noun	Duolingo
humid	humid	adjective	Duolingo
hundred	hundred	numeral	Duolingo
hundreds	hundreds	numeral	Duolingo
hung out	hung out	verb	Duolingo
hung up	hung up	verb	Duolingo
hungry	hungry	adjective	Duolingo
hurries	hurries	verb	Duolingo
hurry	hurry		Duolingo
hurry up	hurry up		Duolingo
hurt	hurt	adjective	Duolingo
hurt	hurt	verb	Duolingo
hurts	hurts	verb	Duolingo
husband	husband		Duolingo
husband	husband	noun	Duolingo
husbands	husbands	noun	Duolingo
i	i	pronoun	Duolingo
i am	i am		Duolingo
i am from	i am from		Duolingo
i bet	i bet		Duolingo
i bet	i bet	verb	Duolingo
i can't wait	i can't wait		Duolingo
i don't mind	i don't mind		Duolingo
i don't think so	i don't think so		Duolingo
i don't think we've met	i don't think we've met		Duolingo
i don't understand	i don't understand		Duolingo
i guess	i guess	verb	Duolingo
i have	i have		Duolingo
i insist	i insist		Duolingo
i like	i like		Duolingo
i mean	i mean		Duolingo
i need	i need		Duolingo
i think so	i think so		Duolingo
i want	i want		Duolingo
i would	i would	verb	Duolingo
i would have	i would have	verb	Duolingo
i would like	i would like		Duolingo
i would not have	i would not have	verb	Duolingo
i wouldn't have	i wouldn't have	verb	Duolingo
i'd	i'd	verb	Duolingo
i'd like	i'd like		Duolingo
i'd like to	i'd like to		Duolingo
i'd like you to meet	i'd like you to meet		Duolingo
i'd love to	i'd love to		Duolingo
i'll	i'll		Duolingo
i'll	i'll	verb	Duolingo
i'll be right back	i'll be right back		Duolingo
i'll be there	i'll be there		Duolingo
i'll have	i'll have		Duolingo
i'm	i'm		Duolingo
i'm	i'm	verb	Duolingo
i'm lost	i'm lost		Duolingo
i'm sorry	i'm sorry		Duolingo
i'm sorry to complain, but	i'm sorry to complain, but		Duolingo
i've	i've		Duolingo
i've	i've	pronoun	Duolingo
i've	i've	verb	Duolingo
i've got to run	i've got to run		Duolingo
ice	ice	noun	Duolingo
ice cream	ice cream		Duolingo
ice cream	ice cream	noun	Duolingo
iced	iced	adjective	Duolingo
id	id	noun	Duolingo
idea	idea	noun	Duolingo
ideas	ideas	noun	Duolingo
identification	identification	noun	Duolingo
identities	identities	noun	Duolingo
identity	identity	noun	Duolingo
if	if		Duolingo
if	if	conjunction	Duolingo
if	if	verb	Duolingo
if he were	if he were		Duolingo
if i	if i		Duolingo
if i had	if i had		Duolingo
if i had	if i had	verb	Duolingo
if i were	if i were		Duolingo
if i were you	if i were you		Duolingo
if i weren't	if i weren't		Duolingo
if i'd	if i'd		Duolingo
if not	if not		Duolingo
if only	if only		Duolingo
if she were	if she were		Duolingo
if they were	if they were		Duolingo
if we were	if we were		Duolingo
if you ask me	if you ask me		Duolingo
if you had	if you had		Duolingo
if you like	if you like		Duolingo
if you want	if you want		Duolingo
if you were	if you were		Duolingo
if you'd	if you'd		Duolingo
ill	ill	adjective	Duolingo
illegal	illegal	adjective	Duolingo
illness	illness	noun	Duolingo
immediate	immediate	adjective	Duolingo
immediately	immediately	adverb	Duolingo
immigration	immigration	noun	Duolingo
import	import	verb	Duolingo
important	important	adjective	Duolingo
important for	important for		Duolingo
impossible	impossible	adjective	Duolingo
improve	improve	verb	Duolingo
in	in		Duolingo
in	in	preposition	Duolingo
in a	in a		Duolingo
in a hurry	in a hurry		Duolingo
in a relationship	in a relationship		Duolingo
in advance	in advance		Duolingo
in advance	in advance	adverb	Duolingo
in case	in case	conjunction	Duolingo
in charge of	in charge of	adjective	Duolingo
in common	in common	adverb	Duolingo
in contact	in contact		Duolingo
in court	in court		Duolingo
in exchange for	in exchange for		Duolingo
in fact	in fact		Duolingo
in front of	in front of	preposition	Duolingo
in general	in general	conjunction	Duolingo
in jail	in jail		Duolingo
in love	in love		Duolingo
in my opinion	in my opinion		Duolingo
in secret	in secret		Duolingo
in shape	in shape		Duolingo
in the afternoon	in the afternoon		Duolingo
in the beginning	in the beginning		Duolingo
in the corner	in the corner		Duolingo
in the morning	in the morning		Duolingo
in trouble	in trouble		Duolingo
in-laws	in-laws	noun	Duolingo
inches wide	inches wide		Duolingo
include	include	verb	Duolingo
includes	includes	verb	Duolingo
including	including	preposition	Duolingo
including	including	verb	Duolingo
incorrect	incorrect	adjective	Duolingo
increase	increase	verb	Duolingo
increased	increased	verb	Duolingo
increasing	increasing	verb	Duolingo
incredible	incredible	adjective	Duolingo
independence day	independence day	proper noun	Duolingo
independent	independent	adjective	Duolingo
india	india	proper noun	Duolingo
individual	individual	noun	Duolingo
individuals	individuals	noun	Duolingo
indoor	indoor	adjective	Duolingo
indoors	indoors	adverb	Duolingo
industry	industry	noun	Duolingo
inexpensive	inexpensive	adjective	Duolingo
information	information	noun	Duolingo
informed	informed	verb	Duolingo
innocent	innocent	adjective	Duolingo
inside	inside	adverb	Duolingo
inside	inside	noun	Duolingo
inside	inside	preposition	Duolingo
instead	instead	adverb	Duolingo
instead of	instead of		Duolingo
institute	institute	noun	Duolingo
instrument	instrument	noun	Duolingo
instruments	instruments	noun	Duolingo
insurance	insurance	noun	Duolingo
intelligent	intelligent	adjective	Duolingo
interest	interest	noun	Duolingo
interested	interested	adjective	Duolingo
interested in	interested in		Duolingo
interesting	interesting		Duolingo
interesting	interesting	adjective	Duolingo
interesting	interesting	interjection	Duolingo
interests	interests	noun	Duolingo
intermediate	intermediate	adjective	Duolingo
intermission	intermission	noun	Duolingo
international	international	adjective	Duolingo
internationally	internationally	adverb	Duolingo
internet	internet	noun	Duolingo
interrupted	interrupted	verb	Duolingo
interview	interview	noun	Duolingo
into	into	preposition	Duolingo
introduce	introduce	verb	Duolingo
introduced	introduced	verb	Duolingo
invite	invite	verb	Duolingo
invited	invited	verb	Duolingo
ireland	ireland	proper noun	Duolingo
is	is		Duolingo
is	is	verb	Duolingo
is being	is being		Duolingo
is he	is he		Duolingo
is it	is it		Duolingo
is it ok to	is it ok to		Duolingo
is she	is she		Duolingo
is there	is there		Duolingo
is this	is this		Duolingo
island	island	noun	Duolingo
islands	islands	noun	Duolingo
isn't	isn't		Duolingo
isn't	isn't	verb	Duolingo
isn't any	isn't any		Duolingo
isn't he	isn't he		Duolingo
isn't it	isn't it		Duolingo
isn't there	isn't there		Duolingo
it	it		Duolingo
it	it	pronoun	Duolingo
it depends	it depends		Duolingo
it depends on	it depends on		Duolingo
it was nice of you to	it was nice of you to		Duolingo
it'll	it'll		Duolingo
it'll	it'll	verb	Duolingo
it'll be	it'll be		Duolingo
it's	it's		Duolingo
it's	it's	pronoun	Duolingo
it's	it's	verb	Duolingo
it's good to	it's good to	verb	Duolingo
it's on me	it's on me		Duolingo
it's time	it's time		Duolingo
it's time for bed	it's time for bed		Duolingo
italian	italian	adjective	Duolingo
italian	italian	noun	Duolingo
Italian	italian	proper noun	Duolingo
italians	italians	noun	Duolingo
italy	italy	proper noun	Duolingo
its	its	determiner	Duolingo
itself	itself	pronoun	Duolingo
jacket	jacket	noun	Duolingo
jackets	jackets	noun	Duolingo
jam	jam	noun	Duolingo
james	james	proper noun	Duolingo
january	january	noun	Duolingo
japan	japan	proper noun	Duolingo
japanese	japanese	adjective	Duolingo
japanese	japanese	proper noun	Duolingo
jazz	jazz	noun	Duolingo
jealous	jealous	adjective	Duolingo
jeans	jeans	noun	Duolingo
jelly	jelly	noun	Duolingo
jewelry	jewelry	noun	Duolingo
jewish	jewish	adjective	Duolingo
job	job	noun	Duolingo
job hunting	job hunting		Duolingo
jobs	jobs	noun	Duolingo
journalist	journalist	noun	Duolingo
journey	journey	noun	Duolingo
joy	joy	noun	Duolingo
judge	judge	noun	Duolingo
judges	judges	noun	Duolingo
juice	juice	noun	Duolingo
juices	juices	noun	Duolingo
july	july	noun	Duolingo
july	july	proper noun	Duolingo
jump	jump	verb	Duolingo
jumps	jumps	verb	Duolingo
june	june	noun	Duolingo
june	june	proper noun	Duolingo
just	just	adjective	Duolingo
just	just	adverb	Duolingo
just a minute	just a minute		Duolingo
just a moment	just a moment		Duolingo
just now	just now		Duolingo
karaoke	karaoke	noun	Duolingo
kazakhstan	kazakhstan		Duolingo
keep	keep	verb	Duolingo
kenya	kenya	proper noun	Duolingo
kept	kept	verb	Duolingo
ketchup	ketchup	noun	Duolingo
key	key	noun	Duolingo
keys	keys	noun	Duolingo
kick	kick	verb	Duolingo
kidding	kidding	verb	Duolingo
kids'	kids'	noun	Duolingo
kind	kind	adjective	Duolingo
kind	kind	noun	Duolingo
kind of	kind of		Duolingo
kinder	kinder	adjective	Duolingo
kinds	kinds	noun	Duolingo
king	king	noun	Duolingo
kiss	kiss	verb	Duolingo
kissed	kissed	verb	Duolingo
kitchen	kitchen	noun	Duolingo
knew	knew	verb	Duolingo
knife	knife	noun	Duolingo
knives	knives	noun	Duolingo
know	know	verb	Duolingo
know how to	know how to		Duolingo
knowing	knowing	verb	Duolingo
knowledge	knowledge	noun	Duolingo
known	known	adjective	Duolingo
knows	knows	verb	Duolingo
korean	korean	adjective	Duolingo
laboratory	laboratory	noun	Duolingo
lack	lack	noun	Duolingo
ladies and gentlemen	ladies and gentlemen		Duolingo
lady	lady	noun	Duolingo
lame	lame	adjective	Duolingo
lamp	lamp	noun	Duolingo
land	land	noun	Duolingo
landscape	landscape	noun	Duolingo
language	language	noun	Duolingo
languages	languages	noun	Duolingo
laptop	laptop	noun	Duolingo
laptops	laptops	noun	Duolingo
large	large	adjective	Duolingo
larger	larger	adjective	Duolingo
largest	largest	adjective	Duolingo
last	last	adjective	Duolingo
last	last	adverb	Duolingo
last	last	determiner	Duolingo
last	last	verb	Duolingo
last name	last name		Duolingo
last night	last night		Duolingo
lasted	lasted	verb	Duolingo
late	late	adjective	Duolingo
late	late	adverb	Duolingo
late for	late for		Duolingo
lately	lately	adverb	Duolingo
later	later	adverb	Duolingo
latest	latest	adjective	Duolingo
latvia	latvia	proper noun	Duolingo
laughed	laughed	verb	Duolingo
laughing	laughing	verb	Duolingo
laundry	laundry	noun	Duolingo
law	law	noun	Duolingo
laws	laws	noun	Duolingo
lawyer	lawyer	noun	Duolingo
lawyers	lawyers	noun	Duolingo
lay	lay	verb	Duolingo
lay down	lay down	verb	Duolingo
laziest	laziest	adjective	Duolingo
lazy	lazy	adjective	Duolingo
lead	lead	adjective	Duolingo
leader	leader	noun	Duolingo
leaders	leaders	noun	Duolingo
leaf	leaf	noun	Duolingo
learn	learn	verb	Duolingo
learned	learned	verb	Duolingo
learning	learning	verb	Duolingo
least	least	adverb	Duolingo
leave	leave	verb	Duolingo
leave a tip	leave a tip		Duolingo
leaves	leaves	noun	Duolingo
leaves	leaves	verb	Duolingo
leaving	leaving	verb	Duolingo
lecture	lecture	noun	Duolingo
led	led	verb	Duolingo
left	left	adjective	Duolingo
left	left	adverb	Duolingo
left	left	noun	Duolingo
left	left	verb	Duolingo
leftover	leftover	adjective	Duolingo
leg	leg	noun	Duolingo
legal	legal	adjective	Duolingo
legs	legs	noun	Duolingo
leisure	leisure	noun	Duolingo
lemon	lemon	noun	Duolingo
lemonade	lemonade	noun	Duolingo
lent	lent	verb	Duolingo
less	less	adjective	Duolingo
less	less	adverb	Duolingo
less	less	determiner	Duolingo
less	less	pronoun	Duolingo
less often	less often	adverb	Duolingo
let	let	verb	Duolingo
let me	let me	verb	Duolingo
let me introduce you to	let me introduce you to		Duolingo
let me introduce you to	let me introduce you to	verb	Duolingo
let me know	let me know		Duolingo
let me see	let me see		Duolingo
let's	let's		Duolingo
let's dance	let's dance		Duolingo
let's go	let's go		Duolingo
let's go home	let's go home		Duolingo
let's go to	let's go to		Duolingo
let's meet	let's meet		Duolingo
lets	lets	verb	Duolingo
letter	letter	noun	Duolingo
letters	letters	noun	Duolingo
lettuce	lettuce	noun	Duolingo
libraries	libraries	noun	Duolingo
library	library	noun	Duolingo
lie	lie	verb	Duolingo
lie down	lie down		Duolingo
life	life	noun	Duolingo
light	light	adjective	Duolingo
light	light	noun	Duolingo
lightning	lightning	noun	Duolingo
lights	lights	noun	Duolingo
like	like		Duolingo
like	like	adjective	Duolingo
like	like	preposition	Duolingo
like	like	verb	Duolingo
liked	liked	verb	Duolingo
likely	likely	adverb	Duolingo
likes	likes	verb	Duolingo
limit	limit	noun	Duolingo
limited	limited	adjective	Duolingo
limits	limits	noun	Duolingo
lincoln memorial	lincoln memorial	proper noun	Duolingo
line	line	noun	Duolingo
linen	linen	noun	Duolingo
lines	lines	noun	Duolingo
lion	lion	noun	Duolingo
lips	lips	noun	Duolingo
lisbon	lisbon	proper noun	Duolingo
list	list	noun	Duolingo
listen	listen	verb	Duolingo
listen to	listen to		Duolingo
listened	listened	verb	Duolingo
listening	listening	verb	Duolingo
listens	listens	verb	Duolingo
lit	lit	verb	Duolingo
literature	literature	noun	Duolingo
little	little	adjective	Duolingo
little bit	little bit	adverb	Duolingo
little sister	little sister		Duolingo
live	live		Duolingo
live	live	adjective	Duolingo
live	live	verb	Duolingo
lived	lived	verb	Duolingo
lives	lives	noun	Duolingo
lives	lives	verb	Duolingo
living	living	adjective	Duolingo
living	living	noun	Duolingo
living	living	verb	Duolingo
living room	living room		Duolingo
living room	living room	noun	Duolingo
load	load	noun	Duolingo
local	local	adjective	Duolingo
lock	lock	noun	Duolingo
log in	log in		Duolingo
log out	log out		Duolingo
london	london	proper noun	Duolingo
long	long		Duolingo
long	long	adjective	Duolingo
long	long	adverb	Duolingo
long time	long time		Duolingo
long time ago	long time ago		Duolingo
longer	longer	adjective	Duolingo
longer	longer	adverb	Duolingo
longest	longest	adjective	Duolingo
look	look	noun	Duolingo
look	look	verb	Duolingo
look after	look after		Duolingo
look at	look at		Duolingo
look like	look like		Duolingo
look out	look out		Duolingo
looked	looked	verb	Duolingo
looking	looking	verb	Duolingo
looking after	looking after		Duolingo
looking at	looking at		Duolingo
looking for	looking for		Duolingo
looks	looks	verb	Duolingo
looks like	looks like		Duolingo
los angeles	los angeles	proper noun	Duolingo
lose	lose	verb	Duolingo
lost	lost	adjective	Duolingo
lost	lost	verb	Duolingo
lot	lot	noun	Duolingo
lots of	lots of		Duolingo
lottery	lottery	noun	Duolingo
loud	loud	adjective	Duolingo
loudly	loudly	adverb	Duolingo
louise	louise	proper noun	Duolingo
love	love	noun	Duolingo
love	love	verb	Duolingo
loved	loved	verb	Duolingo
loves	loves	verb	Duolingo
low	low	adjective	Duolingo
lower	lower	adjective	Duolingo
lowest	lowest	adjective	Duolingo
luck	luck	noun	Duolingo
luckily	luckily	adverb	Duolingo
lucky	lucky	adjective	Duolingo
luggage	luggage	noun	Duolingo
lunch	lunch	noun	Duolingo
lunchtime	lunchtime	noun	Duolingo
luxury	luxury	adjective	Duolingo
lying down	lying down	verb	Duolingo
lyrics	lyrics	noun	Duolingo
ma'am	ma'am		Duolingo
ma'am	ma'am	noun	Duolingo
machine	machine	noun	Duolingo
mad	mad	adjective	Duolingo
made	made	verb	Duolingo
magazine	magazine	noun	Duolingo
magazines	magazines	noun	Duolingo
magic	magic	adjective	Duolingo
magic	magic	noun	Duolingo
mail	mail	noun	Duolingo
main	main	adjective	Duolingo
main character	main character		Duolingo
main street	main street	proper noun	Duolingo
mainly	mainly	adverb	Duolingo
major	major	noun	Duolingo
majority	majority	noun	Duolingo
make	make	verb	Duolingo
make it	make it	verb	Duolingo
make sure	make sure		Duolingo
make-up	make-up	noun	Duolingo
makes	makes	verb	Duolingo
makeup	makeup	noun	Duolingo
makeup done	makeup done	verb	Duolingo
making	making	verb	Duolingo
male	male	adjective	Duolingo
mall	mall	noun	Duolingo
man	man	noun	Duolingo
manager	manager	noun	Duolingo
manchester	manchester	proper noun	Duolingo
mango	mango	noun	Duolingo
mangos	mangos	noun	Duolingo
many	many	adjective	Duolingo
many	many	determiner	Duolingo
many	many	pronoun	Duolingo
map	map	noun	Duolingo
march	march	noun	Duolingo
marie	marie	proper noun	Duolingo
mark	mark	verb	Duolingo
market	market	noun	Duolingo
marriage	marriage	noun	Duolingo
married	married	adjective	Duolingo
married	married	verb	Duolingo
marry	marry	verb	Duolingo
martinique	martinique	proper noun	Duolingo
marvelous	marvelous	adjective	Duolingo
match	match	noun	Duolingo
matches	matches	noun	Duolingo
material	material	noun	Duolingo
maternity leave	maternity leave		Duolingo
math	math	noun	Duolingo
matter	matter	noun	Duolingo
maximum	maximum	noun	Duolingo
may	may	noun	Duolingo
may	may	proper noun	Duolingo
may	may	verb	Duolingo
may i	may i	verb	Duolingo
maybe	maybe	adverb	Duolingo
mayor	mayor	noun	Duolingo
me	me		Duolingo
me	me	pronoun	Duolingo
me too	me too		Duolingo
meal	meal	noun	Duolingo
mean	mean	verb	Duolingo
meaning	meaning	verb	Duolingo
means	means	verb	Duolingo
meant	meant	verb	Duolingo
meanwhile	meanwhile	adverb	Duolingo
meat	meat	noun	Duolingo
media	media	noun	Duolingo
medical	medical	adjective	Duolingo
medicine	medicine	noun	Duolingo
medium	medium	adjective	Duolingo
meet	meet	verb	Duolingo
meeting	meeting	noun	Duolingo
meetings	meetings	noun	Duolingo
melons	melons	noun	Duolingo
memories	memories	noun	Duolingo
memory	memory	noun	Duolingo
men	men	noun	Duolingo
menu	menu		Duolingo
menu	menu	noun	Duolingo
merry	merry	adjective	Duolingo
merry christmas	merry christmas		Duolingo
message	message	noun	Duolingo
messages	messages	noun	Duolingo
messy	messy	adjective	Duolingo
met	met	verb	Duolingo
metal	metal	noun	Duolingo
meter	meter	noun	Duolingo
mexican	mexican	adjective	Duolingo
mexico	mexico		Duolingo
mexico	mexico	proper noun	Duolingo
mexico city	mexico city		Duolingo
mice	mice	noun	Duolingo
middle	middle	noun	Duolingo
middle-aged	middle-aged	adjective	Duolingo
midnight	midnight	noun	Duolingo
might	might	verb	Duolingo
might not	might not		Duolingo
milan	milan	proper noun	Duolingo
military	military	adjective	Duolingo
milk	milk		Duolingo
milk	milk	noun	Duolingo
million	million	noun	Duolingo
million	million	numeral	Duolingo
millions	millions	numeral	Duolingo
mind	mind	noun	Duolingo
mind	mind	verb	Duolingo
mind if	mind if		Duolingo
mine	mine		Duolingo
mine	mine	pronoun	Duolingo
minimum	minimum	adjective	Duolingo
minus	minus	preposition	Duolingo
minute	minute	noun	Duolingo
minutes	minutes	noun	Duolingo
mirror	mirror	noun	Duolingo
mirrors	mirrors	noun	Duolingo
miss	miss	noun	Duolingo
miss	miss	proper noun	Duolingo
miss	miss	verb	Duolingo
missed	missed	verb	Duolingo
missing	missing	adjective	Duolingo
mistake	mistake	noun	Duolingo
mistaken	mistaken	adjective	Duolingo
mistakes	mistakes	noun	Duolingo
mix	mix	verb	Duolingo
mobile	mobile	adjective	Duolingo
model	model	noun	Duolingo
models	models	noun	Duolingo
modern	modern	adjective	Duolingo
mom	mom	noun	Duolingo
moment	moment	noun	Duolingo
moments	moments	noun	Duolingo
monday	monday	noun	Duolingo
mondays	mondays	noun	Duolingo
money	money		Duolingo
money	money	noun	Duolingo
money back	money back		Duolingo
monster	monster	noun	Duolingo
month	month	noun	Duolingo
monthly	monthly	adjective	Duolingo
monthly	monthly	adverb	Duolingo
months	months	noun	Duolingo
moon	moon	noun	Duolingo
mops	mops	verb	Duolingo
more	more	adverb	Duolingo
more	more	determiner	Duolingo
more beautiful	more beautiful	adjective	Duolingo
more dangerous	more dangerous	adjective	Duolingo
more expensive	more expensive	adjective	Duolingo
more often	more often		Duolingo
more often	more often	adverb	Duolingo
more romantic	more romantic	adjective	Duolingo
more slowly	more slowly		Duolingo
more than	more than		Duolingo
morning	morning	noun	Duolingo
morocco	morocco	proper noun	Duolingo
moscow	moscow		Duolingo
moscow	moscow	proper noun	Duolingo
most	most		Duolingo
most	most	adjective	Duolingo
most	most	adverb	Duolingo
most	most	determiner	Duolingo
most	most	pronoun	Duolingo
most beautiful	most beautiful	adjective	Duolingo
most expensive	most expensive	adjective	Duolingo
most interesting	most interesting	adjective	Duolingo
most of	most of		Duolingo
most of	most of	adjective	Duolingo
mostly	mostly	adverb	Duolingo
mother	mother		Duolingo
mother	mother	noun	Duolingo
mothers	mothers	noun	Duolingo
motor	motor	noun	Duolingo
motorcycle	motorcycle	noun	Duolingo
motorcycles	motorcycles	noun	Duolingo
mount fuji	mount fuji	proper noun	Duolingo
mountain	mountain	noun	Duolingo
mountains	mountains	noun	Duolingo
mouse	mouse	noun	Duolingo
mouth	mouth	noun	Duolingo
mouths	mouths	noun	Duolingo
move	move	verb	Duolingo
moved	moved	verb	Duolingo
moves	moves	verb	Duolingo
movie	movie	noun	Duolingo
movie star	movie star		Duolingo
movie theater	movie theater		Duolingo
movies	movies	noun	Duolingo
moving	moving	verb	Duolingo
mr	mr	noun	Duolingo
mr.	mr.	noun	Duolingo
mr.	mr.	proper noun	Duolingo
mrs	mrs	noun	Duolingo
mrs.	mrs.	noun	Duolingo
mrs.	mrs.	proper noun	Duolingo
ms.	ms.	noun	Duolingo
ms.	ms.	proper noun	Duolingo
much	much	adjective	Duolingo
much	much	adverb	Duolingo
much	much	determiner	Duolingo
muffin	muffin	noun	Duolingo
muffins	muffins	noun	Duolingo
mug	mug	noun	Duolingo
museum	museum	noun	Duolingo
museums	museums	noun	Duolingo
music	music	noun	Duolingo
musical	musical	adjective	Duolingo
muslim	muslim	adjective	Duolingo
must	must	verb	Duolingo
must be	must be	verb	Duolingo
must not	must not	verb	Duolingo
my	my		Duolingo
my	my	determiner	Duolingo
my	my	pronoun	Duolingo
my name is	my name is		Duolingo
my name is	my name is	interjection	Duolingo
myself	myself	pronoun	Duolingo
n't	n't		Duolingo
n't	n't	adverb	Duolingo
nail polish	nail polish	noun	Duolingo
nails done	nails done	verb	Duolingo
naked	naked	adjective	Duolingo
name	name	noun	Duolingo
names	names	noun	Duolingo
nap	nap	noun	Duolingo
narrow	narrow	adjective	Duolingo
national	national	adjective	Duolingo
nationalities	nationalities	noun	Duolingo
nationality	nationality	noun	Duolingo
native language	native language		Duolingo
natural	natural	adjective	Duolingo
natural	natural	noun	Duolingo
nature	nature	noun	Duolingo
nausea	nausea	noun	Duolingo
near	near	preposition	Duolingo
nearby	nearby	adjective	Duolingo
nearby	nearby	preposition	Duolingo
nearly	nearly	adverb	Duolingo
necessarily	necessarily	adverb	Duolingo
necessary	necessary	adjective	Duolingo
necessary to	necessary to		Duolingo
neck	neck	noun	Duolingo
necklace	necklace	noun	Duolingo
need	need	verb	Duolingo
need to	need to		Duolingo
needed	needed	verb	Duolingo
needs	needs	verb	Duolingo
negative	negative	adjective	Duolingo
neighborhood	neighborhood	noun	Duolingo
neighborhoods	neighborhoods	noun	Duolingo
neither	neither	adverb	Duolingo
nelson	nelson	proper noun	Duolingo
nervous	nervous	adjective	Duolingo
network	network	noun	Duolingo
never	never	adverb	Duolingo
never been	never been		Duolingo
never mind	never mind		Duolingo
never used to	never used to		Duolingo
new	new		Duolingo
new	new	adjective	Duolingo
new orleans	new orleans	proper noun	Duolingo
new year	new year		Duolingo
new year's day	new year's day	proper noun	Duolingo
new year's eve	new year's eve		Duolingo
New year's eve	new year's eve	proper noun	Duolingo
new york	new york	proper noun	Duolingo
new zealand	new zealand		Duolingo
New Zealand	new zealand	proper noun	Duolingo
newer	newer	adjective	Duolingo
